日期,指数涨跌幅(%),浦发银行,民生银行,宝钢股份,中国石化,南方航空,中信证券,招商银行,保利地产,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,华夏幸福,贵州茅台,山东黄金,海螺水泥,绿地控股,青岛海尔,三安光电,伊利股份,大秦铁路,中国神华,兴业银行,北京银行,中国铁建,农业银行,中国平安,交通银行,中国中铁,工商银行,中国太保,中国人寿,中国建筑,华泰证券,中国中车,光大银行,中国石油,中国国旅,建设银行,中国银行,中国重工,PC1,PC2,PC3,PC4,PC5,PC5,PC7
2015/4/30,17.82,14.4395,9.4845,25.9831,26.6771,36.1111,4.6923,17.0199,30.2872,74.0402,8.6082,10.9722,23.6659,2.6119,12.0441,28.715,21.0075,4.0718,94.0339,4.9149,3.9511,18.1848,26.6546,13.0413,5.719,19.0651,35.9333,7.9019,13.318,8.2942,68.7253,11.3169,2.7139,2.726,42.1121,-1.6493,86.5803,17.3362,14.1517,0,12.2951,10.5023,45.0199,-3.76E+00,-2.05E+00,2.16E-01,-4.47E-01,8.88E-01,-8.85E-01,-1.02E+00
2015/5/29,-3.98,-5.7001,-5.6497,-5.4143,-11.2069,-7.7922,-11.6123,-0.8233,-19.3053,-9.8739,-11.1852,23.8095,10.0684,10.0347,-13.0917,4.599,-11.9642,7.5726,0.1128,8.2626,36.1086,12.5991,-12.8132,-9.4672,-4.608,-2.0015,-17.8472,-8.0808,-3.6319,-1.4451,-15.955,-6.2847,-7.4383,-7.3568,-14.5872,0.309,-7.0978,-6.8468,-10.9783,0,-7.0073,-10.5372,21.3599,-4.63E+00,-1.13E+00,6.57E-04,-3.88E-01,1.17E+00,-3.58E-01,-1.13E+00
2015/6/30,-7.17,4.1684,-0.7984,5.1745,-0.5865,46.2777,-11.3928,3.5971,-3.9022,-14.5688,-5.7548,-15.0323,-7.5839,-10.2783,14.3877,-2.3424,-13.2069,-13.8623,-31.1637,3.339,4.7362,-6.2035,19.2833,4.4611,-4.1134,4.6347,-24.0501,1.9231,-4.0964,25.3582,-23.26,4.142,-6.3605,-10.2226,-9.1422,-20.8419,-37.657,7.2243,-4.9497,29.0888,11.9309,12.933,-16.2422,-4.30E+00,-8.81E-01,-5.78E-01,1.54E+00,2.04E-01,6.33E-01,7.03E-01
2015/7/31,-13.45,-11.1439,-7.5196,-22.3112,-15.0142,-19.6011,-22.7425,-4.1418,-19.4396,-14.714,-10.0014,-10.7118,0.8756,-14.9297,-2.6929,-10.1338,-29.2308,-13.007,-30.6181,-25.0083,-15.2396,-8.6772,-27.208,-18.4173,-9.913,-19.3022,5.3743,-3.0523,-18.0419,-16.9903,-4.0175,-4.2218,-15.9832,-9.834,-16.2455,-16.2992,-16.2309,-15.2985,-1.3179,-5.8172,-11.5666,-5.4107,-10.2027,-4.31E+00,-1.44E+00,-1.11E+00,-4.79E-01,-5.97E-01,-6.62E-01,-6.27E-01
2015/8/31,-10.19,-0.7299,-5.7206,-15.9057,-17.5,-30.7365,-26.5856,-1.4451,-8.6957,5.8158,-10.1765,-11.8081,-1.1796,-9.6257,-13.2298,-5.5408,1.0297,-2.0364,-17.5811,-10.1968,-18.1304,-6.6628,-1.4677,-8.7596,-6.1776,7.0615,-16.1506,-13.0814,-9.2298,-6.8713,-11.796,-13.2505,-9.2697,-9.915,-11.9253,-24.6384,-13.5241,-7.2687,-19.3868,-14.3065,-14.404,-13.2584,-6.4682,-4.46E+00,-1.37E+00,-1.51E+00,-1.36E+00,-5.78E-01,5.19E-01,-5.67E-01
2015/9/30,-2.8,11.1631,-1.4002,-2.1016,-2.5014,-7.1871,-9.8872,4.2229,-4.881,-8.2443,-2.8902,-2.8369,4.0315,-14.2012,-14.8191,-2.59,-1.9253,-7.8228,-6.3708,-9.761,-9.1621,-4.5313,-12.3138,-6.7655,-0.1372,-8.4043,-1.8827,1.3378,-0.8197,-4.5526,-5.6083,3.1026,-1.8576,0.3538,-5.7096,-4.5922,-2.4812,-7.8385,-7.2928,-1.5998,0.1934,-3.6269,-19.2742,-4.81E+00,-8.24E-01,-1.02E+00,-6.52E-01,-5.41E-01,7.55E-01,-5.22E-01
2015/10/30,7.53,-1.4432,1.7751,1.4311,6.1181,12.9506,16.863,0.9004,9.1364,9.9834,5.7738,13.6405,13.7692,16.0502,14.1553,12.3745,5.3695,5.4006,16.9725,9.4923,18.297,3.5761,3.3975,4.2847,4.8764,1.8583,12.8413,3.6304,12.1567,4.4408,12.5229,5.787,11.1311,3.7603,7.4394,27.0115,6.862,5.9278,6.3183,-1.2624,5.7915,4.3011,10.4895,-5.02E+00,-7.33E-01,-1.12E+00,-2.54E+00,-1.24E+00,7.43E-01,-7.63E-01
2015/11/30,0.95,13.7889,0.3488,-3.351,-2.3857,-8.5106,11.0901,-4.0714,10.0917,-5.9002,7.6533,-3.1313,-5.8421,-7.5095,2.88,0.2104,0.6575,-7.545,13.9869,0,8.0548,-7.4074,-4.9288,-2.5845,2.4885,5.7013,-10.2027,0.3185,0.9256,0.6299,-9.1795,1.0941,7.2993,-0.6795,-0.161,5.5995,-4.7619,5.3528,-4,-3.1577,5.292,5.9278,-9.0416,-4.81E+00,-5.81E-01,-1.24E+00,-1.56E+00,-1.01E+00,8.60E-01,-2.92E-02
2015/12/31,3.6,-2.0375,11.7034,1.8248,1.0183,10.7235,9.7561,4.593,10.8333,-0.6431,10.9252,-2.6523,-0.7276,4.264,19.4401,1.8105,14.3168,4.1413,-6.3647,0,-3.7272,11.3898,-0.6912,1.8367,9.0735,13.5922,-1.8208,2.5397,6.5089,0.7825,-2.3256,-0.8658,9.0703,7.6017,2.2581,5.624,-1.7522,-2.0785,-0.5952,18.6437,0.1733,-2.4331,-6.5606,-5.22E+00,-2.31E-01,-1.38E+00,-7.79E-01,-8.49E-01,1.72E+00,4.91E-01
2016/1/29,-18.19,-7.4986,-10.8921,-6.6308,-11.6935,-26.2544,-25.0646,-16.6759,-18.1391,-34.466,-12.2526,-22.5628,-10.4235,-23.4174,-26.6276,-8.0389,-20.5238,-23.0409,-28.169,0,-21.2109,-18.8071,-20.9977,-10.4876,-15.29,-11.396,-25.1484,-7.4303,-16.1667,-16.9255,-27.1062,-10.4803,-19.3694,-27.7994,-19.0852,-26.0649,-22.8016,-15.8019,-10.6587,-22.4414,-16.782,-19.7007,-34.1489,-6.28E+00,8.33E-02,-2.62E+00,4.73E+00,-1.86E+00,9.23E-02,6.47E-01
2016/2/29,-1.57,9.1716,-0.7839,-2.6871,-0.6849,-7.2785,-1.5172,-2.8686,4.248,-0.7407,-1.5575,-1.3194,2.2045,-5.7059,-0.7098,7.1069,51.3481,7.0669,14.0665,-24.5968,-5.6456,-2.6237,-4.699,1.7164,-1.9364,3.0011,-3.5679,0,-3.8767,-3.3645,-8.4171,-1.7073,1.0314,-2.7397,0,-6.5158,-5.9476,-4.7619,-2.4129,-9.6522,-5.8212,-1.5528,-5.8158,-5.05E+00,-8.89E-01,-1.47E+00,-1.38E+00,-2.02E+00,-1.27E+00,-1.17E+00
2016/3/31,10.68,-2.8184,7.8107,3.5503,9.4253,7.6792,24.6499,10.5082,2.2026,9.204,9.4381,11.0306,5.0256,14.4298,8.4897,15.2296,4.0776,19.8722,-0.9716,13.2353,8.9197,12.1632,5.8552,3.1548,9.5205,4.8907,15.2107,7.0234,9.6518,7.7369,10.4252,6.4516,11.5695,20.0201,11.1111,25.5319,9.7535,10.2941,4.533,9.8412,7.064,7.2555,23.3276,-4.30E+00,-4.56E-01,-2.01E+00,2.65E+00,-2.09E+00,1.42E+00,-1.40E+00
2016/4/29,-0.97,-0.5577,2.0856,6.0952,2.3109,-3.962,-7.6404,10.317,-3.556,-7.9727,1.3958,-3.1109,-1.1645,10.6072,3.7068,1.4376,15.9757,-4.2629,-6.1132,-1.6529,-0.9156,3.1572,-4.8035,5.1209,3.7991,2.1825,-6.7797,-2.5,0.723,-3.4111,-7.0807,-0.6993,5.2612,-9.0947,-3.3333,1.7534,-7.7148,-2.6667,-2.4967,-3.5706,-3.299,-1.4706,-12.3783,-4.03E+00,-5.26E-01,-1.19E+00,-1.50E+00,-2.27E+00,1.00E-02,-6.42E-01
2016/5/31,1.03,2.5799,-2.2581,-5.0269,-0.8214,12.8713,2.129,1.4085,-1.3981,-0.9901,-0.2458,-0.1554,-1.5853,-1.3648,0.3184,5.2826,-2.919,-5.8132,-8.6013,9.8439,4.3634,5.6165,-0.6116,-5.6157,0.4963,4.466,-3.2536,2.2436,2.1223,2.7881,-3.0749,2.3474,-1.159,-0.3227,-0.363,6.1459,2.6455,1.6438,-0.6739,0.3635,4.0512,0.2985,-2.381,-4.10E+00,-4.11E-01,-1.56E+00,-1.22E+00,-2.38E+00,-3.61E-01,-3.36E-01
2016/6/30,-0.83,-3.6108,0,-6.2974,-1.0165,3.2164,-3.3353,-2.7778,1.649,-3.246,0,0.3459,4.9896,8.805,-1.2955,10.3792,31.8196,-1.6477,-3.1055,-2.9508,-1.7708,8.1765,-0.9231,0.8602,-2.2356,-3.6245,-1.4837,0.3135,-2.0782,1.8083,-3.8621,1.8349,-0.9161,-1.7147,0.6449,2.381,-5.4639,1.3477,-1.6312,0.6894,2.8805,0.611,2.9268,-4.62E+00,4.22E-01,-1.17E+00,1.26E+00,-1.77E+00,8.52E-01,9.42E-01
2016/7/29,2.85,0.8349,2.5756,0,1.4831,21.4899,-0.0616,2.0324,4.1715,11.811,22.334,13.6172,8.9005,10.4046,5.0041,9.5888,17.7332,8.9409,-14.9723,25.7725,-0.585,11.2178,2.4845,6.5955,1.4436,-0.4418,-8.9671,2.5,2.1319,4.6267,-1.8651,1.9558,-0.9246,0.5764,7.1429,-0.37,-1.5267,7.3579,-0.1383,2.2965,6.5263,4.0498,4.7393,-5.05E+00,1.12E+00,1.06E-01,-2.56E+00,-1.70E+00,-3.95E-01,-1.45E+00
2016/8/31,3.82,4.9682,1.6376,0,4.3841,-13.6792,7.2622,8.5664,9.01,0.4695,-4.9505,7.9593,-0.7784,6.911,4.1016,-0.9452,-8.8845,7.5126,9.1304,-4.2048,-4.5677,-9.1154,2.9268,2.3192,3.9457,6.9048,4.9327,3.2154,5.7152,3.2028,10.5036,5.3488,6.479,3.1041,12.2807,11.2363,4.8424,2.3438,4.4321,3.7564,4.1502,3.8922,1.5083,-4.30E+00,1.46E+00,-5.42E-01,-7.96E-01,-1.19E+00,-1.38E-01,-1.62E-01
2016/9/30,-2.32,0.0607,0.6432,0,-1.1698,-4.3716,-4.6154,-3.3816,-2.0408,-3.0374,-1.0417,0.6429,1.6382,0.6856,5.9287,-3.9589,-8.505,-1.057,-4.2829,-3.2443,2.6496,-4.3917,0.158,1.3333,-0.6223,1.3363,-3.7393,-2.4922,0.4007,-4.6552,-5.3619,-2.2075,4.6596,-0.8337,-3.5938,-12.096,-3.7594,-3.5623,-3.9799,-3.4276,-1.7078,-2.8818,-7.8752,-4.18E+00,1.33E+00,-5.87E-01,-1.71E-01,-1.56E+00,-6.40E-02,3.30E-01
2016/10/31,3.27,-1.3341,-0.6479,14.4898,3.0864,2.4286,3.0397,-0.7778,-4.6875,23.6145,8.3753,1.2351,4.7446,1.5564,-1.6649,6.7269,6.6248,1.1276,-5.8273,-1.5779,1.3322,11.6698,6.9401,11.1184,2.129,2.4176,14.3174,0.9585,1.3173,1.6275,19.1218,0,1.9826,1.9617,16.3695,14.3733,4.0179,0.5277,1.662,-0.0665,1.5444,0.5935,5.1613,-3.37E+00,1.81E+00,3.99E-02,-1.94E+00,-8.38E-01,2.56E-01,-2.75E-02
2016/11/30,7.39,5.4702,3.2609,14.082,2.1956,7.9498,6.8633,3.8634,7.9781,29.8246,6.6301,0.1262,1.5605,-0.0479,-5.8718,0.3554,-6.336,6.4554,5.8564,7.2144,3.6976,9.95,8.1121,0.2368,3.2495,8.5837,22.1359,1.5823,4.9697,4.2705,16.5279,2.0316,3.0355,18.1402,53.3426,-3.4096,28.5408,7.3491,3.8147,-1.1987,5.8935,3.5398,10.5828,-3.03E+00,3.10E+00,2.41E-01,-6.70E-01,-5.96E-01,5.87E-01,4.77E-01
2016/12/31,-5.41,-5.5361,-4.4211,-0.7813,5.6641,-9.3023,-9.5211,-5.1213,-7.5911,9.7598,-7.1287,-2.7731,-2.9023,3.1624,-8.5343,4.723,-4.2737,-6.505,-9.0814,-7.6636,6.1014,-11.0212,-3.4106,-4.43,-4.1568,-3.5573,-4.9285,-3.4268,-2.4773,-1.5358,-9.5918,-2.4336,-8.0768,-6.5917,-19.5277,-9.9344,-18.4474,-4.401,4.3307,-2.4938,-2.3339,-1.9943,-1.6644,-3.14E+00,3.82E+00,9.98E-01,-1.75E-01,-1.45E+00,7.47E-01,1.03E+00
2017/1/26,3.28,3.2696,1.8722,7.0866,11.4603,4.2735,2.6152,7.9545,0.9858,-10.5335,8.145,7.6923,5.1209,13.4696,1.6736,3.0735,1.3969,17.5118,-1.0333,2.3279,9.7087,4.6023,0.8475,6.4277,5.7621,3.3811,2.7592,3.5484,3.0483,4.3328,0,4.3084,4.5013,6.7663,0.9029,3.4155,2.3541,4.3478,8.805,5.4147,5.6985,4.0698,7.8984,-2.94E+00,4.87E+00,7.14E-01,4.26E+00,-1.68E+00,-6.35E-01,8.64E-01
2017/2/28,0.21,-0.8961,-2.3784,4.2647,-4.6434,5.1913,0.4248,2.3158,2.7115,7.4924,1.6562,3.4109,5.3523,7.3271,5.4321,2.9731,0.1351,2.7597,0.6961,7.913,2.2464,-1.9011,-2.521,-1.626,-1.8746,-0.2973,7.8112,1.2461,-0.7669,3.4884,2.0316,1.9565,-5.7891,-0.1944,-1.0067,-1.7325,3.2,1.4706,-4.8555,7.3661,2.9565,2.7933,0.3922,-1.51E+00,5.20E+00,1.04E+00,2.90E-01,-6.08E-01,-3.41E+00,-2.68E-01
2017/3/31,-0.46,-3.4961,-6.0908,-8.1805,-0.1739,4.6753,-2.6586,-1.3889,0.6336,6.2589,-1.5516,9.5072,7.819,3.3944,6.4012,8.9381,-3.4799,1.2695,-8.1797,11.6407,6.4581,4.7065,8.7644,14.2857,-3.2239,-4.4732,-1.9623,2.7692,2.1529,0,-2.5442,3.1983,0.2926,-1.4414,3.9548,-7.3829,-0.7752,-0.7246,-4.3742,15.4112,0.3378,0.5435,-3.125,-2.00E+00,5.09E+00,8.76E-01,1.73E+00,-3.68E-01,-6.79E-01,5.41E-01
2017/4/28,-0.59,-4.9969,-7.1934,-4.1475,0.6969,-4.4665,0.7449,-0.2087,-1.1542,0,7.368,4.6775,-1.2884,2.7665,34.0059,7.0194,0.9503,2.2179,-6.6499,0.0821,7.192,-3.4373,3.0383,0.5682,-4.6268,-6.4516,0.3849,1.1976,2.5669,-3.3708,-0.3405,0.8264,1.2035,3.2806,1.7391,1.1303,-1.3672,-6.0827,-0.8895,-6.2445,0.6734,-2.973,-5.3763,-2.37E+00,4.84E+00,1.40E+00,4.75E-03,-4.46E-01,-1.12E+00,-4.84E-01
2017/5/31,5.59,11.1446,2.033,1.6026,8.4775,12.0779,1.2939,17.1981,2.8662,0,10.3486,7.2444,11.6695,1.4241,-8.1851,7.1249,-20.9579,0.6132,4.7043,16.2428,7.2715,9.877,9.6154,10.0154,7.0505,-0.5562,-7.5153,4.7337,18.7302,2.99,1.4806,7.582,9.3694,7.4627,0.9615,3.4118,0.297,3.3679,0.2564,2.0508,6.5217,3.8997,-11.7898,-2.49E+00,4.55E+00,1.27E+00,-4.59E-01,-6.65E-01,-1.00E+00,-4.92E-01
2017/6/30,3.51,-1.4798,2.3661,9.325,-5.4226,0.8111,3.528,10.2743,6.1643,0,8.9063,-2.178,1.6067,23.8219,2.0105,6.5268,1.6766,9.1513,3.6233,6.2103,8.3013,11.2313,1.1536,4.0616,5.7741,2.5727,-0.2488,-0.565,10.0732,-0.6452,-2.6936,0,11.598,-3.0601,4.7395,1.8203,-0.0987,1.5038,-1.1502,13.0906,0.9348,-0.8043,0,-2.94E+00,4.99E+00,1.26E+00,2.02E+00,-5.59E-02,3.17E-01,1.01E+00
2017/7/31,4.68,5.6126,6.7049,10.8793,5.9022,-6.3443,1.9389,6.9427,5.4162,0,-2.9308,-5.9374,1.2058,20.9497,-7.9512,3.5274,10.3353,6.7752,1.6624,-6.711,-2.4365,-4.4465,4.2908,0,5.3381,4.8961,9.9609,10.6368,5.9981,8.6346,2.1915,9.7802,0.8857,2.298,6.3017,11.1732,-0.3953,7.1021,5.7217,-4.1473,9.5935,10.894,0,-2.95E+00,4.53E+00,1.38E+00,-1.29E+00,4.17E-01,-7.52E-01,-7.32E-01
2017/8/31,3.06,-4.8653,-2.3256,10.2151,-1.6367,8.9441,7.2597,4.6148,-1.9029,7.6305,-1.3603,1.604,5.7422,4.0127,5.0146,2.0635,2.2556,-3.255,-4.1509,1.7404,2.0812,13.0393,4.4571,0,-0.6194,-2.0513,-4.6672,1.6173,7.7086,2.8125,0.4775,7.078,14.0838,6.0507,-2.9155,18.2612,0.682,-0.7092,-0.246,3.7383,3.7092,7.9082,0,-3.04E+00,4.75E+00,1.59E+00,-2.17E-01,4.09E-01,-2.41E-01,4.18E-02
2017/9/30,-1.41,1.2589,-3.0988,-9.878,-0.1522,-5.7013,-0.2194,-4.486,0.8729,-7.7114,1.5473,16.8489,10.6945,16.9858,-4.2514,5.3935,-3.7071,6.3458,-1.3123,7.5552,17.9409,17.9245,-4.267,8.3851,-2.0397,-2.356,-4.8154,1.3263,-2.4693,-3.9514,-1.8161,1.6949,-3.3752,-5.2272,-7.1071,-1.4379,-2.1127,-3.5714,-0.6132,15.0817,-0.2861,-2.6005,0,-3.00E+00,5.71E+00,1.83E+00,7.29E-01,1.55E+00,-2.52E-01,3.50E-01
2017/10/31,4.51,-2.0202,3.3666,3.7889,1.1864,5.4414,-4.7828,6.0665,4.7115,2.965,4.3061,16.5253,12.1809,-12.0285,-0.9653,19.3938,-6.1088,4.6055,0.133,14.6455,11.6249,7.4545,4,-0.8118,0.8676,-1.6086,0.9275,-2.0942,18.8331,-1.5823,3.4682,1.6667,15.8408,13.1939,2.3707,-13.4836,17.6773,-0.2469,3.5044,19.9478,2.726,-4.3689,0,-3.32E+00,6.13E+00,2.84E+00,-1.61E+00,2.36E+00,-2.67E-01,-7.10E-01
2017/11/30,2.42,2.3791,6.7551,22.2947,1.005,26.9495,10.7968,6.9742,15.7025,-8.9005,-1.9371,-7.9819,-3.0344,3.8296,4.2235,2.0986,2.101,19.9081,-3.9841,-0.0578,-5.8072,-2.9442,-2.7473,14.5883,0.2867,1.0899,-1.9215,0,8.6389,1.4469,-3.352,-2.9508,-2.431,-1.3376,1.5789,-1.3797,1.31,3.4653,-1.2092,0.7735,-0.2793,-0.2538,-0.8052,-3.80E+00,6.08E+00,2.55E+00,1.35E+00,2.03E+00,1.74E+00,1.45E+00
2017/12/31,-0.21,-2.4787,-5.1977,-7.8891,1.6584,7.6784,-5.68,0.1035,12.3016,-9.0517,3.7565,21.3857,5.8138,-1.4545,-2.1509,10.5372,3.4849,-6.3538,0.9682,8.9647,4.3568,12.2385,2.4859,-2.6471,-2.8588,-3.6388,-5.1107,2.4064,0.0858,-1.5848,-3.0058,4.7297,-0.7667,-1.7108,-6.5285,-10.5699,4.3966,-3.11,-0.9792,4.0777,7.563,1.0178,-2.1104,-4.25E+00,5.64E+00,2.75E+00,-1.33E+00,2.42E+00,1.13E+00,-2.46E-01
